"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"w/o MS2:PC 52:10e; [M+H]+","  1757","  3661","  1438","   835","  3982","  1067","   991","  1034","  1286","  1232","  2202","  2543","  1306","  1802","154646","  1496","   382","  1814","  2469","  1783","  2141","   402","  1122","  3385","  2949","  2875","  3100","  2827","  2028","  3773","  2669","  2594","  1102","   850","   510","  1269","  2418","  1682","  2082","  4483","  2043","  1701","  1849","  4292","   855","  2167","  1947","  1700","  2194","  2037","  2039","  2305","  1576","  3276","  2736","  1604","  1612","  1787","  1775","  2095","  2272","  2882","  1116","  1627","  2209","   805","  1829","  1947","    27","   455","  3823","  1463","   503","   221","   607","   224","   413","   323","   295","   175","   416","    93","   263","   469","   260","   343","   251","   132","   249","   894","   739","   327","   552","   285"
"w/o MS2:PC 52:9; PC 18:0-34:9; [M+H]+","   201","   240","   370","   146","   585","   665","   369","   750","   718","   177","    93","  1294","   293","   408","156755","   639","   522","    86","   567","   117","   697","   305","    99","   908","   521","  1693","  1173","   515","   147","   148","   311","   132","   141","   376","   177","   179","  1032","   412","   265","    73","   570","   769","    93","  1016","    91","   306","  1894","   449","   465","   314","   666","   409","   439","   670","   858","   438","   661","   372","   687","   974","   839","   590","   249","   174","   597","   413","   285","   131","   920","   560","   996","   192","   574","   507","  2036","   328","  4227","   340","   504","   561","   345","  1539","   895","  2322","   603","   319","  1048","   514","   541","  2662","   669","   419","  1232"," 13896"
"w/o MS2:PC 58:10; PC 14:1-44:9; [M+H]+","   40","   91","  300","  251"," 1462","   50","  964","  159","   67","   99","  355","  353","   84","  297"," 1138","   93","  160","  359","   76","  106","  263","  214","  109","   48","  826","  202","   31","  163","  154","  219","  328","  194","  114","  140","  131","  381","  262","  190","  170","  133","  248","  420","  312","73349","   95","  197","  105","  103","  320","  202","   33","  126","  116"," 2573","   58","  155","  177","  114","   81","  127","   29","  379","  118","  223","  184","  376","  155","  291","  311","   58","  683","  398","  174","   22","  316","  146","   24","   47","   52","   99","  336","  262","  131","   41","   55","  119","  325","  269","   67","   95","  131","  248","  208","   22"
"w/o MS2:PE 20:3e; PE 16:3e/4:0; [M+H]+"," 3952"," 6676"," 5387"," 5498"," 9343"," 7054"," 1975"," 7851"," 6578"," 8295"," 8395","10461"," 3428"," 5987"," 6012"," 5573"," 5648"," 7438"," 7195","   42"," 5905"," 7859"," 6156"," 8697"," 7430","12173"," 7909","10197"," 7289","16116"," 6765"," 5586"," 8058"," 4278"," 9890"," 5400","17021","10974"," 7533"," 5683"," 7885"," 7754"," 6532"," 7304"," 6897"," 3769"," 5002"," 5871"," 7369"," 4494"," 5611"," 2752"," 8010"," 8391"," 6298"," 6545"," 7958"," 7704"," 6645","  409"," 7834"," 4181"," 5699"," 3762"," 6929"," 6541"," 2996"," 7023","  858"," 4299"," 7841"," 6021","17698","23817","50889","12387","55876","44929","37457","23846","30526","26867","21015","18492","29070","35806","40728","38364","20944","23291","40672","25406","40970","41326"
"w/o MS2:PE 22:2e; PE 20:2e/2:0; [M+H]+"," 83103"," 52265","119187"," 63856"," 80584"," 27698"," 55839"," 97199"," 44566"," 42557"," 36525","141289"," 28497"," 89179"," 26416"," 36173"," 39925"," 28191"," 55207"," 25884","117611"," 32358"," 31686"," 45537"," 57784"," 93376","127808"," 42713"," 80599"," 86470"," 69788"," 60357"," 47790"," 76319"," 33127"," 46321","143053","122164"," 52177"," 52782"," 79376"," 58969"," 45462"," 59135"," 80336"," 45703"," 57272"," 73909"," 91119","117254"," 96626"," 47628"," 61981"," 59986"," 82860"," 57701"," 55938"," 39098","134563"," 94288"," 82633"," 49082"," 69132"," 60810"," 42078"," 46544"," 62981"," 74072"," 57666"," 69276"," 60637"," 55616"," 20336"," 36941"," 35297"," 16038"," 42023"," 15878"," 34152"," 58081"," 22534"," 21451"," 30259"," 18005"," 25497"," 24741"," 35458"," 25947"," 15111"," 21954"," 32439"," 16754"," 63054","   439"
"w/o MS2:PE 25:4; [M+Na]+","  591","14796","38180","10772","18807","11549","12726","36682"," 7303","10089"," 9166","48439","  595","23478","12024","  246","11550"," 4485","16664","15202","  725"," 5478"," 7533","  864"," 5516","46087","47081","14237","20442","25972","20167","30575","12558","17499","  731","  162","54367","22223","17783","11489","28236","21881"," 9805"," 1094","24355","15020","22458","30046","39451","33937","47482"," 9357","18926","26450","27149","31141","17842","11604","45871","26608","44933"," 6613","29908","    1","10892","15893","18964","17873","17059","15950","  468","13433","  423"," 6546"," 9478"," 1241"," 8237"," 1658"," 2158"," 9651","    1","    1"," 5116"," 2482","  731"," 2253"," 3797"," 2888","  565","  478"," 5504"," 2642","11533"," 1721"
"w/o MS2:PE 29:1; PE 8:0-21:1; [M+H]+","217098","262956","262253","321768","453423","168108","243231","257445","254991","195756","283877","293309","186709","271683","166352","148247","323976","156947","225369","264837","435754","182664","150068","547160","269270","475317","782658","411963","288502","412889","237070","207777","222378","242966","236894","240634","389601","361835","267259","374132","398468","205067","149106","233276","191091","215282","183486","234835","425028","373624","550543","178756","360406","533712","276272","255826","248740","319400","386020","301403","467900","189205","269207","188706","199304","200534","214151","203820","376702","173208","282696","230549"," 37176"," 57665","130294"," 27965"," 80211"," 19150"," 46738"," 46903"," 57518"," 58727"," 39928"," 55343"," 17562"," 17200"," 30990"," 32874"," 16079"," 61583"," 68830"," 38806","114548"," 32928"
"w/o MS2:PE 29:1e; PE 8:0e/21:1; [M+H]+"," 7375","11160"," 8249"," 6419"," 7184"," 5079"," 5799","12973"," 9837"," 3657"," 6584"," 9147"," 3207"," 3553"," 6056"," 8911"," 8097"," 9153"," 8912"," 9498"," 5827"," 7427"," 6776"," 7993"," 4447"," 7008"," 6601"," 6396"," 5039"," 4471"," 4856"," 4454"," 7964","13334"," 7707"," 3081"," 4081"," 4063"," 9170"," 7710"," 7571"," 3622"," 3735"," 4548"," 3467"," 3754","10492"," 9122"," 2761"," 5053","12725"," 9864"," 7058"," 8826"," 8356"," 6605","13823"," 9027"," 4085"," 5300"," 4220"," 9671"," 4950"," 4008"," 3099"," 8976"," 4042"," 6765"," 3303"," 3945"," 6376"," 3968","47010","51050","46085","41343","28008","64529","68076","46617","57621","55411","80333","40272","44572","49712","64752","75175","41145","34242","36771","45125","35171","77193"
"w/o MS2:PE 29:2e; PE 8:0e/21:2; [M+H]+"," 14557"," 11991","  8396"," 10534","  6198","  9113"," 10082"," 19095"," 19081","  8260"," 10276"," 14943","  2479","  6731","  9352","   381"," 11063","  9151"," 16157"," 10271","  8999"," 17214","  9260"," 13103","  9933"," 21639"," 11501"," 12787","  7516","  4812","  5719","  5278","  7748"," 17935"," 12609","  4341","  7504","  9357"," 10847"," 12791"," 15701","  8824"," 10657"," 11669","  3591","  6434","  1747"," 10318","  5005"," 12495"," 17819"," 13699"," 14006"," 13380"," 21918","  9193"," 22900","  6759","  9482","  6548"," 11007","  7439","  6546","  6846","  7434"," 22822","  6441","  8173","  3664"," 11125","  9816"," 12878"," 50494","110251"," 36269"," 86253"," 33567"," 87770"," 91410"," 95284"," 68946","112330","112957"," 61082"," 92733"," 69635"," 96890"," 77607","105437"," 37674"," 37044"," 39510"," 43552"," 66513"
"w/o MS2:PE 31:2e; PE 9:0e/22:2; [M+H]+"," 19739"," 24551"," 16266","  1066"," 12817","   574"," 12085"," 34912"," 23360"," 15173"," 31117"," 20535","   783"," 10161"," 13480"," 24974"," 22305"," 14934"," 27049"," 18750"," 11735"," 26653"," 16933"," 12413","   499"," 23715"," 17350"," 18598"," 13148"," 12394"," 11585"," 10769"," 12652"," 17107"," 19149","  8295"," 18393"," 12617"," 16796"," 16978"," 26755"," 12892"," 21465"," 15540","   204","  9455"," 13561"," 13108","  8177"," 10174"," 23060"," 17873"," 14683"," 23617"," 28532"," 14325"," 19111","   150"," 14020","  9213"," 15063","   727"," 12178"," 13204"," 13234"," 35970","  6905"," 15664","  5053"," 17007"," 13991"," 16665"," 88986","137535"," 92783","121333","105322","127030","244136","169938","106831","157133","145305","115446","100757","124766","155713","132565","113846"," 81614"," 79442"," 77885"," 87258"," 43559"
"w/o MS2:PE 31:3e; PE 9:0e/22:3; [M+H]+"," 20993"," 37619"," 14584"," 38113"," 18710"," 20919"," 11601"," 34723"," 30060"," 17592"," 28377"," 18074","  6298"," 12003"," 20214"," 41563"," 29527"," 23579"," 33807"," 19608"," 15838"," 31913"," 18739"," 27300"," 22076"," 28072"," 31034"," 23079"," 16945"," 16034"," 16645"," 17554"," 22128"," 26701"," 25555"," 10959"," 23697"," 17913"," 26194"," 21989"," 35146"," 13790"," 27211"," 25541","  8886"," 11489"," 21896"," 18836"," 10329"," 13459"," 26990"," 22128"," 20735"," 34814"," 36095"," 17912"," 34955"," 15388"," 19008"," 10318"," 29980"," 23807"," 14021"," 26188"," 23915"," 32599"," 10679"," 24098","  7400"," 26013"," 25061"," 17843"," 65290","115262"," 42393","108908"," 74943","104049","200826","104132"," 85897","153033","129172","106171"," 87589"," 97666"," 97773"," 88785","118094"," 45958"," 37195"," 37028"," 68831"," 12013"
"w/o MS2:PE 34:0; [M+Na]+"," 49158"," 11906"," 14218"," 17718"," 41754"," 57136"," 39125"," 10946","  8681"," 21718","  8100"," 20464","  9748"," 37306"," 27105","  1243","  7939"," 38444"," 47997","  2692"," 29363"," 33925"," 36592"," 19431"," 17523"," 37066"," 27719"," 12027"," 49899"," 15600"," 20887"," 23634"," 25495","  1303","  2693"," 44840"," 44891"," 35888"," 32762"," 15073","  1799"," 38801"," 47010"," 26492"," 17415"," 46675"," 29913","  6606"," 10247"," 50036"," 32421"," 47214"," 14002"," 18745"," 19800"," 18401"," 14021"," 20743"," 41867","  1216"," 42691"," 18994","  1188"," 39310"," 19683"," 39048"," 29447"," 28764","   318"," 19023"," 22492","  4930"," 60467"," 75411"," 48949"," 52431"," 85337"," 54819"," 50086"," 96437","  7639","105842"," 43546"," 52849","  4722"," 39656"," 66996"," 95905"," 56900"," 44588"," 59375"," 43054"," 65784","  2837"
"w/o MS2:PE 34:0; PE 8:0-26:0; [M+H]+","    72","   137","   294","    72","    58","  1092","   299","   313","    93","   174","   125","   131","    28","    44","  1254","    70","   155","   166","   115","   962","   113","    84","   192","   138","   106","   105","    38","    45","   112","    98","   191","    79","   248","   849","   369","   613","  1124","   297","    51","   104","    76","   434","   671","    62","   327","   155","   236","   254","  1122","  1527","   574","   214","    64","   299","   128","    89","   157","   117","    47","   132","   494","    60","   302","  1157","   291","   271","  1167","   500","    90","    64","   248","    75","127111"," 48903","  8496"," 21575"," 55573","  4209","140100","  5457","137077","134300","  4352"," 57586"," 94211","139364"," 90809"," 79328"," 92199"," 56921"," 60254","  5811","108170"," 77228"
"w/o MS2:PE 34:9; PE 16:4-18:5; [M+H]+","  497","37257","70776","32167","61214","37343","35958","33898","45918","   92","35180","63275","28583","  605","  105","   98","56619","  874","  202","  614","  436","  228","  264","  370","46983","49759","51673","57525","56728","57185","33920","37008","  658","  136","  499","  248","42157","  939","36315","43292","  401","   72","  792","  105","45554","24861","  484","31324","46255","  773","37559","34457","48870","60892","50028","44871","75554","39350","  726","  502","  550","37186","  709","  534","  143"," 1182"," 1846"," 1982","  465","  534"," 1278","33324","  466"," 6827"," 1370"," 5606"," 5293"," 3134","  535"," 2666"," 5057"," 3653"," 7396"," 5443","  594","  962","  978"," 1134","  913"," 2128"," 1360"," 1504"," 1265","  143"
"w/o MS2:PE 35:0; [M+Na]+","   555"," 68165"," 64582"," 43913"," 93025"," 38035"," 70568"," 57669"," 55213","  1022"," 66514"," 85666"," 49466"," 40677"," 44748","   658"," 61163"," 41620","   337","   773","   587"," 51168","   497","   309"," 65998"," 85708"," 70908"," 79654"," 48523"," 66687"," 58617"," 77402","   220","   672","   219","   540","  1302","  1683","   650"," 88079"," 57606","   615","  1675","  1046"," 63213","   529","   238"," 71905"," 85405","204988"," 81752"," 95401"," 78068","145577","135722"," 70017","106023"," 81954","   714","   441","  1725"," 85533","   553","   863"," 87526","   792"," 93589","  1737","    74"," 76099","   325"," 92624"," 21778","338480","237115","364736","282591","276649","231312","353923"," 23642"," 25167","280743","309194"," 20113"," 30597"," 21040"," 14063","303197"," 19957","194362","242340","108130","155721"
"w/o MS2:PE 35:5e; PE 17:0e/18:5; [M+H]+"," 1491"," 1098"," 1052","  642","  675","  433","  533","  283","  368","  389","  832","  618","  375","  443"," 1903","  559","  545"," 1317","  356"," 1477","  291","  632","  500","  459"," 1504","  627","  336","  862","  469"," 1155"," 1049","  599","  597","  452","  701","  343"," 3330","  814","  831","  326","  246"," 1042","  544","  763","  873","  100"," 1127","  753","  595"," 1016"," 2233","  762"," 1164"," 1404","  632","  444","  315","  268"," 1144","   48","  789","  709","  509","  530","  496","  527","  257","  457","  428","  295","  835","  204"," 1665","22865","36410"," 3622","15612","17951"," 2811","21515","  667"," 1652"," 8769","13491","  334"," 2121"," 2216"," 1865"," 3178"," 1892","13128","19054","  975","29829"
"w/o MS2:PE 36:1; PE 8:0-28:1; [M+H]+","     1","   405","    99","    47","   115","   150","   487","  1870","   765","   141","   206","  1200","   305","   129","   237","   328","   907","   263","   606","   779","   339","   163","   169","   313","   968","  1236","   156","   269","   248","  6949","   277","   270","   456","   100","  9923","   534"," 14665","    72","   574","   443","   153","   320","   335","   250","   338","   203","   940","   566","   444","  2701","  1140","  1029","  2840","   110","  7060","  2562","  1038","  1639","   112","   204","   392","   392","   467","   306","   391","   611","   654","   350","   133","   636","   521","   292","  3704"," 66947","194435"," 74626"," 93022","119439","116642","122240","  9832"," 86846"," 67387"," 98759","  3090"," 12472","  2957","  3867"," 96474"," 79824","121452"," 77599","369828"," 63690"
"w/o MS2:PE 36:4; PE 8:0-28:4; [M+H]+","16051","15110","18493"," 8024","15871"," 1439","  330"," 1435","  994","11203"," 9553","14841","  324","11314"," 9909"," 9879","16329","12715","11114","18403","11873"," 8588","12689","14428","11616"," 1481","12491","22436","13145","16704"," 1806"," 1433","13275"," 8976","17590"," 9208","23512","11220"," 6955","17336"," 1098","13950","10471","11620","10541"," 8287","11535"," 2172","15013","19655","18630","  464","14089","26151","23258","14081","14775"," 2363","16489","15259","18007","15664","20127"," 9401","13998","16415"," 8365","10602"," 4383","  619","11863"," 1691","30840"," 4910","85759"," 3826","10138","54203","48726","23273","44176","45243","22350","28484","31517","51765","42427","48347","38220","24253","10814","39391","20168","32925"
"w/o MS2:PE 37:4; PE 9:0-28:4; [M+H]+"," 37855","   599","   898","   412","   134","  1366","  1106","   367","  1777"," 16970","     1","  1198","   507","  1577","  2950","   307","   731","   658","  1483","   679","  1351","  1734","   533","   962","  1220","  1993","   351","   917","  1784","  1128","   860","   579","  1872","  1195","   706","   275","   428","   799","  1218","  1122","   954","  2377","   730","  1102","  2439","   665","   514","   848","   759","  1165","  3258","   268","  1199","   541","  1873","  1619","  1259","    84","  1090","  1710","  1475","  1167","  1465","   346","  1035","  1658","  1076","   627","   146","   954","   463","   827"," 43702","  6210","  2073","  4242","  3072","  8930"," 47861"," 40534"," 38765"," 45496","   621","  2297"," 56206"," 45561"," 41882"," 53482"," 41859","272727","  4369"," 29402"," 24425"," 11612"
"w/o MS2:PE 37:5; PE 19:2-18:3; [M+H]+"," 24767"," 25739"," 32336"," 15108"," 43773"," 22097"," 21005"," 26783"," 31889"," 32135"," 25171"," 36558"," 19233"," 24104"," 26949"," 14596"," 28218"," 16985"," 29357"," 23373"," 31504"," 22088"," 21084"," 28235"," 30709"," 31424"," 37031"," 34015"," 39109"," 43586"," 22805"," 23613"," 25851"," 29007"," 23547"," 24696"," 38711"," 41659"," 31558"," 34352"," 44571"," 21852"," 24237"," 33568"," 19246"," 21629"," 30451"," 24023"," 39586"," 31820"," 30894"," 23913"," 29656"," 67029"," 31379"," 23115"," 41508"," 23227"," 35166"," 31907"," 30268"," 25104"," 27427"," 15335"," 29885"," 23393"," 18702"," 31907"," 36284"," 18069"," 32417"," 25664","  7269","  5579"," 10262","  4361","  8786","  6456","  9539"," 11794","  9330","  6732"," 15377","  9210"," 11414","  8368"," 10379","  8848","  6055","  5715","  7808","  5598"," 14786","525868"
"w/o MS2:PE 38:0; [M+Na]+","  8901","  1823","  2134","   637","  2263","   983","   267","  1487","   918","  8754","  1017","  1919","  1166","  9034","  6842","  3687","  1300","  5031","  6439","  8670"," 14195","  9734","   396","  1983","  1023","  1759","  1761","   621","   838","  1010","   869","   371"," 12359","  9960","   714","  8372"," 17100","  4806","  7105","   927","  6448","  7451","  8706","  9153","  1535","  6250","  9122","  8793","  1843"," 16254","  1289","  1560","  1505","  3001","  2250","   973","  1635","  2313","   329"," 15924","   863","  1635","  9131"," 10117","  1155","  7091","  8481"," 12203","   607","   912","  1760","   711"," 98760","118529","171654"," 73149","208721"," 71631","176828","145548","205812","150503","151227","161127","108028","131126","125866","105031","125352","116445","121335"," 83084","116215","   621"
"w/o MS2:PE 38:2; [M+Na]+","   679","  2241","  3020","  1495","  2363","  1055","    54","  3606","  2772","   295","   934","  3833","   810","   267","  1463","   433","  1544","   964","   252","  1425","   426","   853","   757","   981","  7240","  2381","    96","  3738","  2438"," 10495","  4678","  3627","  2742","   519","  2674","   384","   431","   656","    74","   714","   736","   812","  1006","  2501","  1952","   273","   117","   877","  1482","   742","  4819","  2676","  4647","  3735","  9475","  6215","  4567","   633","   156","  1863","  2347","  2084","   580","   608","  1817","  2237","    99","   763","   226","    57","   567","  3107","   451","187774","253941"," 82774","344111","410061","  5755","148095","  2288","  4403","167365","261053","  1502","  3919","  4198","  2032","  8558","155633","292722","172159","  7511","  1520"
"w/o MS2:PE 38:6; [M+Na]+"," 2246","   92","  477","  122","  390","   53","  109","  588","   50"," 2683","   49","  325","  134","  686"," 2470","  426","   69"," 2237","  530"," 6240","  112"," 4472"," 2894"," 4751","  105","  206","  196","  306","  255","  263","  311","  107"," 9296"," 4754","  472"," 3249","13119"," 1128","  434","  381","  723"," 3676"," 5684"," 1247","  201"," 2982"," 1042","  594","  151"," 2652","   53","  113","  121","  410","  135","  393","  456","  527"," 3771"," 2067"," 4443","  200","  634"," 5005","  788"," 2884"," 1471"," 1484","  548","  259"," 6399","  146"," 8952","  857"," 4146","  911"," 1093"," 1322"," 3741"," 1781","12457"," 9242"," 1671"," 2589"," 8536"," 4195","18689","22795","16643"," 8667","  652"," 1219","16596","11422"
